questions7.csv:98218,Qual era il fuso orario di Andorra?,select  ?o    {    <http://dbpedia.org/resource/Andorra> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98219,Qual è il fuso orario di Andorra?,select  ?o    {    <http://dbpedia.org/resource/Andorra> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98220,Qual era il fuso orario di Impero di Akkad?,select  ?o    {    <http://dbpedia.org/resource/Akkadian_Empire> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98221,Qual è il fuso orario di Impero di Akkad?,select  ?o    {    <http://dbpedia.org/resource/Akkadian_Empire> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98222,Qual era il fuso orario di Abadan?,"select  ?o    {    <http://dbpedia.org/resource/Abadan,_Iran> <http://dbpedia.org/ontology/timezone>  ?o    }",,no answer found,NPP
questions7.csv:98223,Qual è il fuso orario di Abadan?,"select  ?o    {    <http://dbpedia.org/resource/Abadan,_Iran> <http://dbpedia.org/ontology/timezone>  ?o    }",,no answer found,NPP
questions7.csv:98224,Qual era il fuso orario di Austin?,"select  ?o    {    <http://dbpedia.org/resource/Austin,_Texas> <http://dbpedia.org/ontology/timezone>  ?o    }",,no answer found,NPP
questions7.csv:98225,Qual è il fuso orario di Austin?,"select  ?o    {    <http://dbpedia.org/resource/Austin,_Texas> <http://dbpedia.org/ontology/timezone>  ?o    }",,no answer found,NPP
questions7.csv:98226,Qual era il fuso orario di Aalen?,select  ?o    {    <http://dbpedia.org/resource/Aalen> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98227,Qual è il fuso orario di Aalen?,select  ?o    {    <http://dbpedia.org/resource/Aalen> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98228,Qual era il fuso orario di Repubblica del Benin 1967?,select  ?o    {    <http://dbpedia.org/resource/Benin> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98229,Qual è il fuso orario di Repubblica del Benin 1967?,select  ?o    {    <http://dbpedia.org/resource/Benin> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98230,Qual era il fuso orario di Bosnia ed Erzegovina?,select  ?o    {    <http://dbpedia.org/resource/Bosnia_and_Herzegovina> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98231,Qual è il fuso orario di Bosnia ed Erzegovina?,select  ?o    {    <http://dbpedia.org/resource/Bosnia_and_Herzegovina> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98232,Qual era il fuso orario di Bank of China Tower Hong Kong?,select  ?o    {    <http://dbpedia.org/resource/Bank_of_China_Tower_(Hong_Kong)> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98233,Qual è il fuso orario di Bank of China Tower Hong Kong?,select  ?o    {    <http://dbpedia.org/resource/Bank_of_China_Tower_(Hong_Kong)> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98234,Qual era il fuso orario di Basilea?,select  ?o    {    <http://dbpedia.org/resource/Basel> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98235,Qual è il fuso orario di Basilea?,select  ?o    {    <http://dbpedia.org/resource/Basel> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98236,Qual era il fuso orario di Isole Cocos Keeling?,select  ?o    {    <http://dbpedia.org/resource/Cocos_(Keeling)_Islands> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98237,Qual è il fuso orario di Isole Cocos Keeling?,select  ?o    {    <http://dbpedia.org/resource/Cocos_(Keeling)_Islands> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98238,Qual era il fuso orario di Cedar Falls?,"select  ?o    {    <http://dbpedia.org/resource/Cedar_Falls,_Iowa> <http://dbpedia.org/ontology/timezone>  ?o    }",,no answer found,NPP
questions7.csv:98239,Qual è il fuso orario di Cedar Falls?,"select  ?o    {    <http://dbpedia.org/resource/Cedar_Falls,_Iowa> <http://dbpedia.org/ontology/timezone>  ?o    }",,no answer found,NPP
questions7.csv:98240,Qual era il fuso orario di Commonwealth of England?,select  ?o    {    <http://dbpedia.org/resource/Commonwealth_of_England> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98241,Qual è il fuso orario di Commonwealth of England?,select  ?o    {    <http://dbpedia.org/resource/Commonwealth_of_England> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98242,Qual era il fuso orario di Deserto di Cholistan?,select  ?o    {    <http://dbpedia.org/resource/Cholistan_Desert> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98243,Qual è il fuso orario di Deserto di Cholistan?,select  ?o    {    <http://dbpedia.org/resource/Cholistan_Desert> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98244,Qual era il fuso orario di Province marittime?,select  ?o    {    <http://dbpedia.org/resource/The_Maritimes> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98245,Qual è il fuso orario di Province marittime?,select  ?o    {    <http://dbpedia.org/resource/The_Maritimes> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98246,Qual era il fuso orario di Repubblica Dominicana?,select  ?o    {    <http://dbpedia.org/resource/Dominican_Republic> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98247,Qual è il fuso orario di Repubblica Dominicana?,select  ?o    {    <http://dbpedia.org/resource/Dominican_Republic> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98248,Qual era il fuso orario di Ecuador?,select  ?o    {    <http://dbpedia.org/resource/Ecuador> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98249,Qual è il fuso orario di Ecuador?,select  ?o    {    <http://dbpedia.org/resource/Ecuador> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98250,Qual era il fuso orario di Guinea Equatoriale?,select  ?o    {    <http://dbpedia.org/resource/Equatorial_Guinea> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98251,Qual è il fuso orario di Guinea Equatoriale?,select  ?o    {    <http://dbpedia.org/resource/Equatorial_Guinea> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98252,Qual era il fuso orario di Empire State Building?,select  ?o    {    <http://dbpedia.org/resource/Empire_State_Building> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98253,Qual è il fuso orario di Empire State Building?,select  ?o    {    <http://dbpedia.org/resource/Empire_State_Building> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98254,Qual era il fuso orario di Isola d'Elba?,select  ?o    {    <http://dbpedia.org/resource/Elba> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98255,Qual è il fuso orario di Isola d'Elba?,select  ?o    {    <http://dbpedia.org/resource/Elba> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98256,Qual era il fuso orario di Fortaleza?,select  ?o    {    <http://dbpedia.org/resource/Fortaleza> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98257,Qual è il fuso orario di Fortaleza?,select  ?o    {    <http://dbpedia.org/resource/Fortaleza> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98258,Qual era il fuso orario di Isola di Fair?,select  ?o    {    <http://dbpedia.org/resource/Fair_Isle> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98259,Qual è il fuso orario di Isola di Fair?,select  ?o    {    <http://dbpedia.org/resource/Fair_Isle> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98260,Qual era il fuso orario di Guinea-Bissau?,select  ?o    {    <http://dbpedia.org/resource/Guinea-Bissau> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98261,Qual è il fuso orario di Guinea-Bissau?,select  ?o    {    <http://dbpedia.org/resource/Guinea-Bissau> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98262,Qual era il fuso orario di Gand?,select  ?o    {    <http://dbpedia.org/resource/Ghent> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98263,Qual è il fuso orario di Gand?,select  ?o    {    <http://dbpedia.org/resource/Ghent> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98264,Qual era il fuso orario di Galizia Spagna?,select  ?o    {    <http://dbpedia.org/resource/Galicia_(Spain)> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98265,Qual è il fuso orario di Galizia Spagna?,select  ?o    {    <http://dbpedia.org/resource/Galicia_(Spain)> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98266,Qual era il fuso orario di Base navale di Guantánamo?,select  ?o    {    <http://dbpedia.org/resource/Guantanamo_Bay_Naval_Base> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
questions7.csv:98267,Qual è il fuso orario di Base navale di Guantánamo?,select  ?o    {    <http://dbpedia.org/resource/Guantanamo_Bay_Naval_Base> <http://dbpedia.org/ontology/timezone>  ?o    },,no answer found,NPP
